"rank","ORF","GENE","Putative TOR pathway","1 week ","2 week ","5 week ","7 weeks","Description","Function","Localization"
809,"YEL064C","AVT2",,2.22,2.91,1.95,0.13,"transport","transporter activity","endoplasmic reticulum"
810,"YJL049W",,,2.19,3.24,1.1,0.64,"biological_process unknown","molecular_function unknown","cellular_component unknown"
811,"YNL074C","MLF3",,1.42,2.26,1.71,1.01,"response to drug","molecular_function unknown","cytoplasm"
812,"YER049W",,,1.6,1.6,3,0.37,"biological_process unknown","molecular_function unknown","nucleus"
813,"YKL048C","ELM1",,0.8,1.22,1.37,2.39,"protein amino acid phosphorylation*","protein kinase activity*","contractile ring (sensu Saccharomyces)"
814,"YPR071W",,,1.84,2.33,1.38,1.26,"biological_process unknown","molecular_function unknown","integral to membrane"
815,"YKL155C","RSM22",,2.18,1.44,1.27,2.25,"protein biosynthesis","structural constituent of ribosome","mitochondrial small ribosomal subunit"
816,"YNR008W","LRO1",,2.3,2.9,1.85,0.21,"triacylglycerol biosynthesis*","phospholipid:diacylglycerol acyltransferase activity","endoplasmic reticulum"
817,"YIL164C","NIT1",,1.18,1.92,1.55,1.48,"biological_process unknown","molecular_function unknown","cellular_component unknown"
818,"YOR241W","MET7",,0,0.03,0.01,4.9,"one-carbon compound metabolism","tetrahydrofolylpolyglutamate synthase activity","cytoplasm*"
819,"YBR182C","SMP1",,0.89,1.46,2.01,1.47,"positive regulation of transcription from Pol II promoter","transcription factor activity*","cytoplasm*"
820,"YDR502C","SAM2",,0.89,0.32,3.27,1.35,"methionine metabolism","methionine adenosyltransferase activity","cellular_component unknown"
821,"YKR059W","TIF1",,1.39,1.6,1.39,1.95,"translational initiation","translation initiation factor activity","ribosome"
822,"YMR048W","CSM3",,2.16,1.61,2.43,0.89,"meiotic chromosome segregation","molecular_function unknown","nucleus"
823,"YDR400W","URH1",,0.96,1.8,2.26,0.88,"pyrimidine salvage*","hydrolase activity, acting on glycosyl bonds","cytoplasm*"
824,"YER089C","PTC2",,1.56,0.86,4.1,-0.03,"G1/S transition of mitotic cell cycle*","protein phosphatase type 2C activity","cytoplasm*"
825,"YKL063C",,,1.68,1.57,1.6,1.76,"biological_process unknown","molecular_function unknown","Golgi apparatus"
826,"YBR092C","PHO3",,1.92,2.09,2.44,0.4,"thiamin transport","acid phosphatase activity","periplasmic space (sensu Fungi)"
827,"YPR147C",,,1.49,0.99,1.8,2.13,"biological_process unknown","molecular_function unknown","cytoplasm"
828,"YOR267C","HRK1",,1.54,1.85,2.35,0.72,"cell ion homeostasis","protein kinase activity","cytoplasm"
829,"YGL228W","SHE10",,1.58,1.56,3.18,0.17,"biological_process unknown","molecular_function unknown","cellular_component unknown"
830,"YJL020C","BBC1",,1.08,1.08,2.33,1.51,"actin cytoskeleton organization and biogenesis","myosin I binding","actin cortical patch (sensu Saccharomyces)"
831,"YIL134W","FLX1",,1.03,1.45,3.28,0.18,"mitochondrial transport","flavin-adenine dinucleotide transporter activity","mitochondrion"
832,"YGL158W","RCK1",,1.06,1.35,3.48,0.07,"protein amino acid phosphorylation*","protein serine/threonine kinase activity","cellular_component unknown"
833,"YGR214W","RPS0A",,0.16,0.27,0.16,4.48,"protein biosynthesis*","structural constituent of ribosome","cytosolic small ribosomal subunit (sensu Eukarya)"
834,"YNR068C",,,2.18,2.06,1.07,1.76,"biological_process unknown","molecular_function unknown","cellular_component unknown"
835,"YML053C",,,1.51,1.78,1.75,1.36,"biological_process unknown","molecular_function unknown","cytoplasm*"
836,"YJR103W","URA8",,2.26,3.52,0.73,0.64,"phospholipid biosynthesis*","CTP synthase activity","cytosol"
837,"YCR016W",,,2.29,2.67,1.75,0.47,"biological_process unknown","molecular_function unknown","nucleus*"
838,"YJL118W",,,1.68,1.46,1.78,1.63,"biological_process unknown","molecular_function unknown","cellular_component unknown"
839,"YCR011C","ADP1",,1.37,1.79,1.85,1.22,"transport","ATP-binding cassette (ABC) transporter activity","cytoplasm*"
840,"YBR051W",,,0.77,2.51,2.34,0.01,,,
841,"YFR054C",,,0.97,0.51,0.45,3.88,,,
842,"YNL053W","MSG5",,2.04,1.26,3.56,0.02,"adaptation to pheromone during conjugation with cellular fusion","prenylated protein tyrosine phosphatase activity","cytoplasm"
843,"YOR173W","DCS2",,2.2,3.38,0.76,0.69,"biological_process unknown","molecular_function unknown","cytoplasm"
844,"YBR170C","NPL4",,1.9,1.89,2.42,0.53,"ER-associated protein catabolism","molecular_function unknown","endoplasmic reticulum*"
845,"YDR105C","TMS1",,1.74,1.61,2.6,0.63,"biological_process unknown","molecular_function unknown","membrane"
846,"YMR180C","CTL1",,1.99,1.84,3,-0.01,"RNA processing","polynucleotide 5'-phosphatase activity","cytoplasm*"
847,"YNR032C-A","HUB1",,2.16,2.71,1.02,1.1,"cellular morphogenesis during conjugation with cellular fusion*","protein tagging activity","shmoo tip"
848,"YFR057W",,,1.39,1.24,0.71,2.88,"biological_process unknown","molecular_function unknown","cellular_component unknown"
849,"YBL085W","BOI1",,2.24,2.17,1.82,0.84,"establishment of cell polarity (sensu Saccharomyces)*","phospholipid binding","bud neck*"
850,"YLR460C",,,1.93,2.48,1.26,1.08,"biological_process unknown","molecular_function unknown","cellular_component unknown"
851,"YPL041C",,,1.82,1.61,1.27,1.94,"biological_process unknown","molecular_function unknown","cellular_component unknown"
852,"YCL024W","KCC4",,1.95,2.49,1.84,0.48,"protein amino acid phosphorylation*","protein kinase activity","bud neck"
853,"YKL016C","ATP7",,0.94,1.26,0.52,3.04,"protein complex assembly*","structural molecule activity*","proton-transporting ATP synthase, stator stalk (sensu Eukarya)"
854,"YBL070C",,,1.7,1.58,0.76,2.48,,,
855,"YBR176W","ECM31",,1.82,3.06,0.61,1.13,"pantothenate biosynthesis","3-methyl-2-oxobutanoate hydroxymethyltransferase activity","mitochondrion"
856,"YMR086W",,,0.95,1.51,1.3,2,"biological_process unknown","molecular_function unknown","cytoplasm"
857,"YEL010W",,,1.75,1.98,2.56,0.26,,,
858,"YPL056C",,,2.35,1.99,1.7,1.11,"biological_process unknown","molecular_function unknown","cellular_component unknown"
859,"YBL091C-A","SCS22",,1.49,1.69,1.91,1.2,"NOT chromatin silencing at telomere","molecular_function unknown","cellular_component unknown"
860,"YCR019W","MAK32",,2.15,1.39,2.47,0.95,"virus-host interaction","molecular_function unknown","cellular_component unknown"
861,"YEL063C","CAN1",,2.05,1.47,3.36,-0.03,"basic amino acid transport","basic amino acid transporter activity*","plasma membrane"
862,"YLR280C",,,1.17,1.11,0.9,2.78,,,
863,"YBR107C","IML3",,1.66,1.05,2.94,0.8,"chromosome segregation","molecular_function unknown","condensed nuclear chromosome kinetochore"
864,"YAL037W",,,1.56,0.89,1.63,2.26,"biological_process unknown","molecular_function unknown","cellular_component unknown"
865,"YPR073C","LTP1",,1.8,1.5,1.5,1.78,"protein amino acid dephosphorylation","protein tyrosine phosphatase activity","cytoplasm*"
866,"YHR073W","OSH3",,1.41,2.85,0.67,1.26,"steroid biosynthesis","oxysterol binding","cytoplasm"
867,"YOR177C","MPC54",,2,2.41,1.58,0.79,"spore wall assembly (sensu Saccharomyces)","structural molecule activity","spindle pole body"
868,"YHR048W",,,2.02,1.9,1.06,1.81,"drug transport","drug transporter activity","integral to membrane"
869,"YPL088W",,,1.91,2.17,1.26,1.34,"aldehyde metabolism","aryl-alcohol dehydrogenase activity","cellular_component unknown"
870,"YMR164C","MSS11",,1.79,1.61,2.88,0.27,"positive regulation of transcription from Pol II promoter*","specific RNA polymerase II transcription factor activity","nucleus"
871,"YDR263C","DIN7",,0.92,1.03,1.55,2.17,"DNA repair","nuclease activity","mitochondrion"
872,"YGR050C",,,1.65,1.93,2.88,-0.06,,,
873,"YAR037W",,,1.97,1.87,2.84,0.04,,,
874,"YGR203W",,,1.9,1.73,2.5,0.52,"biological_process unknown","protein tyrosine phosphatase activity*","cytoplasm*"
875,"YGR053C",,,1.72,1.36,2.95,0.44,"biological_process unknown","molecular_function unknown","cellular_component unknown"
876,"YDL224C","WHI4",,1.66,1.69,1.16,1.89,"regulation of cell size","RNA binding","cytoplasm"
877,"YBR073W","RDH54",,2.31,3.06,1.71,-0.03,"meiotic recombination*","DNA dependent ATPase activity*","nucleus"
878,"YBR294W","SUL1",,1.65,1.69,2.06,0.98,"sulfate transport","sulfate transporter activity","plasma membrane"
879,"YNL063W",,,1.45,2.4,1.52,0.81,"biological_process unknown","S-adenosylmethionine-dependent methyltransferase activity","mitochondrion"
880,"YKR061W","KTR2",,1.06,1.43,0.9,2.39,"N-linked glycosylation*","mannosyltransferase activity","Golgi apparatus"
881,"YBR151W","APD1",,1.98,1.13,2.91,0.67,"biological_process unknown","molecular_function unknown","cytoplasm*"
882,"YKL159C","RCN1",,0.87,0.81,1.37,2.53,"calcium-mediated signaling","calcium-dependent protein serine/threonine phosphatase, intrinsic regulator activity","calcineurin complex"
883,"YJL093C","TOK1",,1,0.78,1.14,2.8,"potassium ion homeostasis","potassium channel activity","plasma membrane"
884,"YBR149W","ARA1",,2.15,2.21,2.17,0.33,"carbohydrate metabolism","aldo-keto reductase activity*","cytosol"
885,"YPL206C",,,1.21,1.29,2.91,0.51,"biological_process unknown","molecular_function unknown","cytoplasm*"
886,"YNR034W","SOL1",,1.78,0.97,3.41,0.32,"tRNA processing","6-phosphogluconolactonase activity","cytoplasm*"
887,"YER038W-A","FMP49",,0.95,2.02,1.75,0.92,"biological_process unknown","molecular_function unknown","cellular_component unknown"
888,"YPR159W","KRE6",,0.23,0.26,0.02,4.4,"cell wall organization and biogenesis*","glucosidase activity","integral to membrane*"
889,"YOL037C",,,1.19,2.15,1.55,0.98,,,
890,"YBL008W","HIR1",,2.22,2.87,0.97,0.84,"regulation of transcription from Pol II promoter","transcription co-repressor activity","nucleus*"
891,"YGR011W",,,1.38,1.57,2.72,0.38,,,
892,"YJL132W",,,1.48,1.02,0.93,2.73,"biological_process unknown","molecular_function unknown","cellular_component unknown"
893,"YOR041C","SRF5",,2.07,1.33,1.97,1.37,"biological_process unknown","molecular_function unknown","cellular_component unknown"
894,"YAL064C-A",,,1.91,2.7,1.76,0.2,"biological_process unknown","molecular_function unknown","cellular_component unknown"
895,"YMR111C",,,2.16,2.35,1.97,0.34,"biological_process unknown","molecular_function unknown","nucleus"
896,"YOR384W","FRE5",,1.81,3.1,0.77,0.79,"biological_process unknown","ferric-chelate reductase activity","cellular_component unknown"
897,"YHR199C","FMP34",,1.28,1.31,1.4,1.94,"biological_process unknown","molecular_function unknown","mitochondrion"
898,"YGL132W",,,0.76,1.34,2.44,0.88,,,
899,"YPL068C",,,2,1.67,1.55,1.42,"biological_process unknown","molecular_function unknown","nucleus"
900,"YFR032C",,,1.24,0.86,0.42,3.36,"biological_process unknown","molecular_function unknown","cellular_component unknown"
901,"YPR140W",,,2.1,1.49,1.26,1.89,"phospholipid biosynthesis","acyltransferase activity","mitochondrion"
902,"YGL157W",,,1.16,1.47,3.32,-0.14,"biological_process unknown","molecular_function unknown*","cytoplasm*"
903,"YCL039W","GID7",,1.39,2.46,1.41,0.77,"negative regulation of gluconeogenesis","molecular_function unknown","cytoplasm*"
904,"YML080W","DUS1",,2.32,2.32,1.38,0.94,"tRNA modification","tRNA dihydrouridine synthase activity","nucleus"
905,"YNL202W","SPS19",,1.72,1.08,3.05,0.51,"sporulation (sensu Saccharomyces)*","2,4-dienoyl-CoA reductase (NADPH) activity","peroxisomal matrix"
906,"YKL071W",,,1.79,2.93,0.91,0.79,"biological_process unknown","molecular_function unknown","cytoplasm"
907,"YOR222W","ODC2",,1.4,2.48,1.73,0.42,"mitochondrial transport","intracellular transporter activity*","mitochondrial inner membrane"
908,"YPL130W","SPO19",,2.1,2.33,0.87,1.43,"meiosis","molecular_function unknown","cell wall (sensu Fungi)"
909,"YPL181W","CTI6",,1.8,2.45,1.38,0.8,"positive regulation of transcription","transcription factor binding","nucleus"
910,"YGR258C","RAD2",,0.75,0.57,3.12,0.94,"nucleotide-excision repair, DNA incision, 3' to lesion","single-stranded DNA specific endodeoxyribonuclease activity","nucleotide excision repair factor 3 complex"
911,"YMR306C-A",,,1.77,1.37,2.24,1.02,,,
912,"YFL043C",,,1.75,1.66,2.97,0,,,
913,"YLR287C",,,1.9,1.57,1.78,1.27,"biological_process unknown","molecular_function unknown","cytoplasm"
914,"YGL138C",,,1.8,3.06,2.88,-1.32,"biological_process unknown","molecular_function unknown","cellular_component unknown"
915,"YPR002W","PDH1",,1.05,0.87,0.96,2.78,"propionate metabolism","molecular_function unknown","cytoplasm*"
916,"YER109C","FLO8",,1.51,2.4,1.06,1.16,"pseudohyphal growth*","specific RNA polymerase II transcription factor activity","cytoplasm*"
917,"YGR012W",,,0.88,1.1,1.91,1.59,"biological_process unknown","cysteine synthase activity","mitochondrion"
918,"YHR109W","CTM1",,0.63,0.81,2.13,1.67,"protein modification","[cytochrome c]-lysine N-methyltransferase activity","cytosol"
919,"YDR270W","CCC2",,0.65,0.66,2.02,1.92,"intracellular copper ion transport*","copper-exporting ATPase activity","Golgi trans face"
920,"YAL045C",,,2.1,1.18,3.07,0.34,,,
921,"YKL056C",,,2.03,2.78,1.01,0.81,"biological_process unknown","molecular_function unknown","cytoplasm"
922,"YIL024C",,,1,1.37,2.58,0.64,"biological_process unknown","molecular_function unknown","cellular_component unknown"
923,"YJR036C","HUL4",,0.74,2.28,1.87,0.45,"protein monoubiquitination*","ubiquitin-protein ligase activity","cellular_component unknown"
924,"YJL196C","ELO1",,0.91,1.28,3.08,0.23,"fatty acid elongation, unsaturated fatty acid","fatty acid elongase activity","membrane"
925,"YMR315W",,,2.1,1.04,2.24,1.31,"biological_process unknown","molecular_function unknown","cytoplasm*"
926,"YGR016W",,,0.57,1.01,1.46,2.12,"biological_process unknown","molecular_function unknown","cellular_component unknown"
927,"YBL065W",,,1.98,3.33,0.71,0.53,,,
928,"YPL136W",,,0.86,0.94,0.83,2.8,,,
929,"YML067C","ERV41",,1.03,0.96,2.39,1.21,"ER to Golgi transport","molecular_function unknown","integral to endoplasmic reticulum membrane*"
930,"YLR446W",,,2.24,2.3,1.24,1.02,"biological_process unknown","molecular_function unknown","cellular_component unknown"
931,"YNR019W","ARE2",,1.24,1.34,2.71,0.5,"sterol metabolism","sterol O-acyltransferase activity","endoplasmic reticulum"
932,"YDR321W","ASP1",,1.84,1.72,0.94,1.89,"asparagine catabolism","asparaginase activity","intracellular"
933,"YHR047C","AAP1'",,1.85,1.72,3.03,-0.2,"biological_process unknown","aminopeptidase activity","cytoplasm*"
934,"YBR158W","AMN1",,1.89,1.17,2.88,0.5,"negative regulation of exit from mitosis*","protein binding","cytoplasm*"
935,"YDR471W","RPL27B",,1.23,0.76,2.36,1.43,"protein biosynthesis","structural constituent of ribosome","cytosolic large ribosomal subunit (sensu Eukarya)"
936,"YDR459C",,,1.48,1.13,3.29,0.12,"biological_process unknown","molecular_function unknown","cellular_component unknown"
937,"YOL110W","SHR5",,0.67,0.52,0.34,3.68,"RAS protein signal transduction*","palmitoyltransferase activity","extrinsic to endoplasmic reticulum membrane"
938,"YLR050C",,,1.84,1.15,1.52,1.87,"biological_process unknown","molecular_function unknown","endoplasmic reticulum"
939,"YNL100W",,,1.04,1.27,2.65,0.62,"biological_process unknown","molecular_function unknown","mitochondrion"
940,"YDR092W","UBC13",,1.47,1.63,2.28,0.63,"protein monoubiquitination*","ubiquitin conjugating enzyme activity","cytoplasm*"
941,"YIR014W",,,0.86,1.66,2.8,0.07,"biological_process unknown","molecular_function unknown","vacuole (sensu Fungi)"
942,"YKR049C","FMP46",,1.82,1.36,1.43,1.74,"biological_process unknown","molecular_function unknown","mitochondrion"
943,"YNR073C",,,1.58,1.18,1.39,1.97,"biological_process unknown","mannitol dehydrogenase activity","cellular_component unknown"
944,"YMR082C",,,1.88,1.22,1.41,1.9,,,
945,"YIL084C","SDS3",,1.38,1.56,2.6,0.37,"histone deacetylation*","protein binding","histone deacetylase complex"
946,"YOR240W",,,1.8,2.26,0.64,1.63,,,
947,"YHR017W","YSC83",,1.45,1.77,0.48,2.28,"biological_process unknown","molecular_function unknown","cellular_component unknown"
948,"YHR029C",,,1.65,1.59,3.29,-0.35,"biological_process unknown","molecular_function unknown","cellular_component unknown"
949,"YPR001W","CIT3",,1,0.95,0.44,3.14,"tricarboxylic acid cycle*","citrate (Si)-synthase activity","mitochondrial matrix"
950,"YPR040W","TIP41",,0.73,0.66,0.57,3.29,"signal transduction","molecular_function unknown","cytoplasm*"
951,"YDL086W",,,1.67,1.41,3,0.11,"biological_process unknown","carboxymethylenebutenolidase activity","cytoplasm"
952,"YDR488C","PAC11",,1.43,1.1,3.05,0.37,"microtubule-based process","microtubule motor activity","cell"
953,"YFR056C",,,0.98,2.23,0.98,1.31,,,
954,"YNR029C",,,1.96,1.57,1.7,1.24,"biological_process unknown","molecular_function unknown","cytoplasm"
955,"YIL160C","POT1",,1.61,1.29,2.95,0.27,"fatty acid beta-oxidation","acetyl-CoA C-acyltransferase activity","peroxisomal matrix"
956,"YKL069W",,,1.22,1.22,0.75,2.54,"biological_process unknown","molecular_function unknown","cytoplasm*"
957,"YGR173W","GIR1",,1.32,0.88,0.66,2.97,"biological_process unknown","molecular_function unknown","cytoplasm"
958,"YBR177C","EHT1",,0.53,1.61,2.09,0.8,"lipid metabolism","molecular_function unknown","lipid particle"
959,"YER046W-A",,,1.55,1.27,2.19,1.04,,,
960,"YNL315C","ATP11",,1,1.2,2.57,0.73,"protein complex assembly","chaperone activity","mitochondrial matrix"
961,"YKR093W","PTR2",,0.91,1.29,1.27,1.94,"peptide transport","peptide transporter activity","plasma membrane"
962,"YPR109W",,,2.03,2.31,1.87,0.31,"biological_process unknown","molecular_function unknown","cellular_component unknown"
963,"YBR084W","MIS1",,0.5,0.53,2.05,1.91,"nucleobase, nucleoside, nucleotide and nucleic acid metabolism*","formate-tetrahydrofolate ligase activity*","mitochondrion"
964,"YAR050W","FLO1",,1.01,1.13,2.97,0.39,"flocculation","cell adhesion molecule activity","cell wall (sensu Fungi)"
965,"YGL009C","LEU1",,2.27,1.56,2.71,0.21,"leucine biosynthesis","3-isopropylmalate dehydratase activity","cytosol"
966,"YDR147W","EKI1",,1.61,2.34,1.62,0.51,"phosphatidylethanolamine biosynthesis","choline kinase activity*","cytoplasm"
967,"YBR299W","MAL32",,1.48,1.02,3.28,0.17,"maltose catabolism","alpha-glucosidase activity","cellular_component unknown"
968,"YFR024C",,,0.94,2.47,1.49,0.51,,,
969,"YDL079C","MRK1",,1.2,1.08,2.97,0.42,"protein amino acid phosphorylation*","glycogen synthase kinase 3 activity","cellular_component unknown"
